   JobName  AllocCPUS AllocNodes        NodeList     AveCPU AveCPUFreq    AveDiskRead   AveDiskWrite   AvePages     AveRSS  AveVMSize        Comment         Constraints ConsumedEnergy ConsumedEnergyRaw    CPUTime CPUTimeRAW    Elapsed ElapsedRaw ExitCode               Flags  MaxDiskRead MaxDiskWrite MaxPages     MaxRSS  MaxVMSize     McsLabel     MinCPU      NCPUS   NNodes        QOS QOSRAW ReqCPUFreq ReqCPUFreqMax ReqCPUFreqMin  ReqCPUS     ReqMem ReqNodes               Start                 End      State              Submit           SubmitLine  Suspended   SystemComment   TotalCPU    UserCPU 
---------- ---------- ---------- --------------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- -------------- ------------------- -------------- ----------------- ---------- ---------- ---------- ---------- -------- ------------------- ------------ ------------ -------- ---------- ---------- ------------ ---------- ---------- -------- ---------- ------ ---------- ------------- ------------- -------- ---------- -------- ------------------- ------------------- ---------- ------------------- -------------------- ---------- --------------- ---------- ---------- 
     lu.sh          1          1        node2419                                                                                                                   intel             60                60   00:00:00          0   00:00:00          0      0:0 SchedMain,StartRec+                                                                                           1        1     normal      1    Unknown       Unknown       Unknown        1        64G        1 2024-05-05T22:17:42 2024-05-05T22:17:42  COMPLETED 2024-05-05T22:17:22         sbatch lu.sh   00:00:00                  00:00.021  00:00.016 
     batch          1          1        node2419   00:00:00      3.30M              0          0.00M         13      1376K      2720K                                                33                33   00:00:00          0   00:00:00          0      0:0                                0        0.00M       13      1376K      2720K                00:00:00          1        1                            0             0             0        1                   1 2024-05-05T22:17:42 2024-05-05T22:17:42  COMPLETED 2024-05-05T22:17:42                        00:00:00                  00:00.021  00:00.016 
    extern          1          1        node2419   00:00:00      3.30M          0.01M          0.00M          0       196K       196K                                                60                60   00:00:00          0   00:00:00          0      0:0                            0.01M        0.00M        0       196K       196K                00:00:00          1        1                            0             0             0        1                   1 2024-05-05T22:17:42 2024-05-05T22:17:42  COMPLETED 2024-05-05T22:17:42                        00:00:00                   00:00:00   00:00:00 
